row,desk,date,firstHalf,secondHalf,day_of_week,day_of_month,month,week_of_year
387,CLUJ_5_beta_29.2,2024-01-03,1,1,2,3,1,1
388,CLUJ_5_beta_29.3,2024-01-03,1,0,2,3,1,1
389,CLUJ_5_beta_29.4,2024-01-03,0,1,2,3,1,1
390,CLUJ_5_beta_30.1,2024-01-03,0,1,2,3,1,1
391,CLUJ_5_beta_30.2,2024-01-03,0,0,2,3,1,1
392,CLUJ_5_beta_30.3,2024-01-03,0,1,2,3,1,1
393,CLUJ_5_beta_30.4,2024-01-03,0,1,2,3,1,1
394,CLUJ_5_beta_31.1,2024-01-03,1,1,2,3,1,1
395,CLUJ_5_beta_31.2,2024-01-03,1,1,2,3,1,1
396,CLUJ_5_beta_31.3,2024-01-03,0,0,2,3,1,1
397,CLUJ_5_beta_31.4,2024-01-03,1,1,2,3,1,1
398,CLUJ_5_beta_32.1,2024-01-03,0,1,2,3,1,1
399,CLUJ_5_beta_32.2,2024-01-03,0,0,2,3,1,1
400,CLUJ_5_beta_32.3,2024-01-03,1,0,2,3,1,1
401,CLUJ_5_beta_32.4,2024-01-03,1,0,2,3,1,1
402,CLUJ_5_beta_33.1,2024-01-03,0,1,2,3,1,1
403,CLUJ_5_beta_33.2,2024-01-03,1,1,2,3,1,1
404,CLUJ_5_beta_33.3,2024-01-03,0,1,2,3,1,1
405,CLUJ_5_beta_33.4,2024-01-03,0,0,2,3,1,1
406,CLUJ_5_beta_1.1,2024-01-04,0,1,3,4,1,1
407,CLUJ_5_beta_1.2,2024-01-04,1,1,3,4,1,1
408,CLUJ_5_beta_1.3,2024-01-04,0,0,3,4,1,1
409,CLUJ_5_beta_1.4,2024-01-04,1,0,3,4,1,1
410,CLUJ_5_beta_2.1,2024-01-04,1,1,3,4,1,1
411,CLUJ_5_beta_2.2,2024-01-04,1,0,3,4,1,1
412,CLUJ_5_beta_2.3,2024-01-04,1,0,3,4,1,1
413,CLUJ_5_beta_2.4,2024-01-04,0,0,3,4,1,1
414,CLUJ_5_beta_3.1,2024-01-04,1,1,3,4,1,1
415,CLUJ_5_beta_3.2,2024-01-04,0,0,3,4,1,1
416,CLUJ_5_beta_3.3,2024-01-04,1,0,3,4,1,1
417,CLUJ_5_beta_3.4,2024-01-04,0,0,3,4,1,1
418,CLUJ_5_beta_4.1,2024-01-04,0,1,3,4,1,1
419,CLUJ_5_beta_4.2,2024-01-04,1,1,3,4,1,1
420,CLUJ_5_beta_4.3,2024-01-04,1,1,3,4,1,1
421,CLUJ_5_beta_4.4,2024-01-04,1,1,3,4,1,1
422,CLUJ_5_beta_5.1,2024-01-04,0,1,3,4,1,1
423,CLUJ_5_beta_5.2,2024-01-04,1,0,3,4,1,1
424,CLUJ_5_beta_5.3,2024-01-04,1,0,3,4,1,1
425,CLUJ_5_beta_5.4,2024-01-04,0,0,3,4,1,1
426,CLUJ_5_beta_6.1,2024-01-04,1,1,3,4,1,1
427,CLUJ_5_beta_6.2,2024-01-04,1,1,3,4,1,1
428,CLUJ_5_beta_6.3,2024-01-04,0,0,3,4,1,1
429,CLUJ_5_beta_6.4,2024-01-04,1,1,3,4,1,1
430,CLUJ_5_beta_7.1,2024-01-04,1,0,3,4,1,1
431,CLUJ_5_beta_7.2,2024-01-04,0,1,3,4,1,1
432,CLUJ_5_beta_7.3,2024-01-04,0,1,3,4,1,1
433,CLUJ_5_beta_7.4,2024-01-04,1,0,3,4,1,1
434,CLUJ_5_beta_8.1,2024-01-04,0,0,3,4,1,1
435,CLUJ_5_beta_8.2,2024-01-04,1,0,3,4,1,1
436,CLUJ_5_beta_8.3,2024-01-04,1,1,3,4,1,1
437,CLUJ_5_beta_8.4,2024-01-04,0,1,3,4,1,1
438,CLUJ_5_beta_9.1,2024-01-04,1,1,3,4,1,1
439,CLUJ_5_beta_9.2,2024-01-04,0,0,3,4,1,1
440,CLUJ_5_beta_9.3,2024-01-04,1,1,3,4,1,1
441,CLUJ_5_beta_9.4,2024-01-04,1,1,3,4,1,1
442,CLUJ_5_beta_10.1,2024-01-04,1,1,3,4,1,1
443,CLUJ_5_beta_10.2,2024-01-04,1,1,3,4,1,1
444,CLUJ_5_beta_10.3,2024-01-04,1,0,3,4,1,1
445,CLUJ_5_beta_10.4,2024-01-04,1,1,3,4,1,1
446,CLUJ_5_beta_11.1,2024-01-04,1,0,3,4,1,1
447,CLUJ_5_beta_11.2,2024-01-04,1,1,3,4,1,1
448,CLUJ_5_beta_11.3,2024-01-04,1,0,3,4,1,1
449,CLUJ_5_beta_11.4,2024-01-04,0,0,3,4,1,1
450,CLUJ_5_beta_12.1,2024-01-04,0,0,3,4,1,1
451,CLUJ_5_beta_12.2,2024-01-04,1,1,3,4,1,1
452,CLUJ_5_beta_12.3,2024-01-04,1,1,3,4,1,1
453,CLUJ_5_beta_12.4,2024-01-04,1,0,3,4,1,1
454,CLUJ_5_beta_13.1,2024-01-04,0,1,3,4,1,1
455,CLUJ_5_beta_13.2,2024-01-04,1,1,3,4,1,1
456,CLUJ_5_beta_13.3,2024-01-04,1,0,3,4,1,1
457,CLUJ_5_beta_13.4,2024-01-04,0,0,3,4,1,1
458,CLUJ_5_beta_14.1,2024-01-04,1,1,3,4,1,1
459,CLUJ_5_beta_14.2,2024-01-04,0,0,3,4,1,1
460,CLUJ_5_beta_14.3,2024-01-04,0,1,3,4,1,1
461,CLUJ_5_beta_14.4,2024-01-04,0,1,3,4,1,1
462,CLUJ_5_beta_15.1,2024-01-04,0,0,3,4,1,1
463,CLUJ_5_beta_15.2,2024-01-04,1,0,3,4,1,1
464,CLUJ_5_beta_15.3,2024-01-04,0,0,3,4,1,1
465,CLUJ_5_beta_15.4,2024-01-04,1,1,3,4,1,1
466,CLUJ_5_beta_16.1,2024-01-04,0,1,3,4,1,1
467,CLUJ_5_beta_16.2,2024-01-04,0,1,3,4,1,1
468,CLUJ_5_beta_16.3,2024-01-04,0,0,3,4,1,1
469,CLUJ_5_beta_16.4,2024-01-04,0,1,3,4,1,1
470,CLUJ_5_beta_17.1,2024-01-04,0,0,3,4,1,1
471,CLUJ_5_beta_17.2,2024-01-04,0,0,3,4,1,1
472,CLUJ_5_beta_17.3,2024-01-04,1,0,3,4,1,1
473,CLUJ_5_beta_17.4,2024-01-04,0,1,3,4,1,1
474,CLUJ_5_beta_18.1,2024-01-04,0,0,3,4,1,1
475,CLUJ_5_beta_18.2,2024-01-04,0,0,3,4,1,1
476,CLUJ_5_beta_18.3,2024-01-04,1,0,3,4,1,1
477,CLUJ_5_beta_18.4,2024-01-04,0,0,3,4,1,1
478,CLUJ_5_beta_18.5,2024-01-04,1,0,3,4,1,1
479,CLUJ_5_beta_19.1,2024-01-04,1,0,3,4,1,1
480,CLUJ_5_beta_19.2,2024-01-04,0,1,3,4,1,1
481,CLUJ_5_beta_19.3,2024-01-04,1,1,3,4,1,1
482,CLUJ_5_beta_19.4,2024-01-04,0,1,3,4,1,1
483,CLUJ_5_beta_19.5,2024-01-04,1,1,3,4,1,1
484,CLUJ_5_beta_19.6,2024-01-04,1,1,3,4,1,1
485,CLUJ_5_beta_20.1,2024-01-04,1,0,3,4,1,1
486,CLUJ_5_beta_20.2,2024-01-04,1,1,3,4,1,1
487,CLUJ_5_beta_20.3,2024-01-04,1,0,3,4,1,1
488,CLUJ_5_beta_20.4,2024-01-04,1,1,3,4,1,1
489,CLUJ_5_beta_21.1,2024-01-04,0,1,3,4,1,1
490,CLUJ_5_beta_21.2,2024-01-04,1,0,3,4,1,1
491,CLUJ_5_beta_21.3,2024-01-04,1,1,3,4,1,1
492,CLUJ_5_beta_21.4,2024-01-04,1,1,3,4,1,1
493,CLUJ_5_beta_22.1,2024-01-04,1,1,3,4,1,1
494,CLUJ_5_beta_22.2,2024-01-04,0,0,3,4,1,1
495,CLUJ_5_beta_22.3,2024-01-04,1,1,3,4,1,1
496,CLUJ_5_beta_22.4,2024-01-04,1,1,3,4,1,1
497,CLUJ_5_beta_23.1,2024-01-04,0,0,3,4,1,1
498,CLUJ_5_beta_23.2,2024-01-04,1,0,3,4,1,1
499,CLUJ_5_beta_23.3,2024-01-04,0,0,3,4,1,1
500,CLUJ_5_beta_23.4,2024-01-04,0,0,3,4,1,1
501,CLUJ_5_beta_24.1,2024-01-04,0,1,3,4,1,1
502,CLUJ_5_beta_24.2,2024-01-04,1,1,3,4,1,1
503,CLUJ_5_beta_24.3,2024-01-04,1,0,3,4,1,1
504,CLUJ_5_beta_24.4,2024-01-04,0,0,3,4,1,1
505,CLUJ_5_beta_25.1,2024-01-04,1,0,3,4,1,1
506,CLUJ_5_beta_25.2,2024-01-04,0,0,3,4,1,1
507,CLUJ_5_beta_25.3,2024-01-04,1,1,3,4,1,1
508,CLUJ_5_beta_25.4,2024-01-04,1,0,3,4,1,1
509,CLUJ_5_beta_26.1,2024-01-04,0,1,3,4,1,1
510,CLUJ_5_beta_26.2,2024-01-04,1,1,3,4,1,1
511,CLUJ_5_beta_26.3,2024-01-04,0,1,3,4,1,1
512,CLUJ_5_beta_26.4,2024-01-04,0,1,3,4,1,1
513,CLUJ_5_beta_27.1,2024-01-04,0,1,3,4,1,1
514,CLUJ_5_beta_27.2,2024-01-04,0,0,3,4,1,1
515,CLUJ_5_beta_27.3,2024-01-04,1,0,3,4,1,1
516,CLUJ_5_beta_27.4,2024-01-04,1,1,3,4,1,1
517,CLUJ_5_beta_28.1,2024-01-04,1,0,3,4,1,1
518,CLUJ_5_beta_28.2,2024-01-04,1,0,3,4,1,1
519,CLUJ_5_beta_28.3,2024-01-04,0,1,3,4,1,1
520,CLUJ_5_beta_28.4,2024-01-04,1,1,3,4,1,1
521,CLUJ_5_beta_29.1,2024-01-04,0,0,3,4,1,1
522,CLUJ_5_beta_29.2,2024-01-04,0,0,3,4,1,1
523,CLUJ_5_beta_29.3,2024-01-04,0,1,3,4,1,1
524,CLUJ_5_beta_29.4,2024-01-04,0,0,3,4,1,1
525,CLUJ_5_beta_30.1,2024-01-04,0,0,3,4,1,1
526,CLUJ_5_beta_30.2,2024-01-04,1,0,3,4,1,1
527,CLUJ_5_beta_30.3,2024-01-04,0,1,3,4,1,1
528,CLUJ_5_beta_30.4,2024-01-04,0,0,3,4,1,1
529,CLUJ_5_beta_31.1,2024-01-04,0,0,3,4,1,1
530,CLUJ_5_beta_31.2,2024-01-04,0,1,3,4,1,1
531,CLUJ_5_beta_31.3,2024-01-04,0,0,3,4,1,1
532,CLUJ_5_beta_31.4,2024-01-04,1,0,3,4,1,1
533,CLUJ_5_beta_32.1,2024-01-04,1,0,3,4,1,1
534,CLUJ_5_beta_32.2,2024-01-04,1,1,3,4,1,1
535,CLUJ_5_beta_32.3,2024-01-04,0,0,3,4,1,1
536,CLUJ_5_beta_32.4,2024-01-04,0,1,3,4,1,1
537,CLUJ_5_beta_33.1,2024-01-04,1,0,3,4,1,1
538,CLUJ_5_beta_33.2,2024-01-04,0,0,3,4,1,1
539,CLUJ_5_beta_33.3,2024-01-04,1,0,3,4,1,1
540,CLUJ_5_beta_33.4,2024-01-04,1,1,3,4,1,1
541,CLUJ_5_beta_1.1,2024-01-05,0,1,4,5,1,1
542,CLUJ_5_beta_1.2,2024-01-05,0,0,4,5,1,1
543,CLUJ_5_beta_1.3,2024-01-05,1,0,4,5,1,1
544,CLUJ_5_beta_1.4,2024-01-05,0,0,4,5,1,1
545,CLUJ_5_beta_2.1,2024-01-05,0,0,4,5,1,1
546,CLUJ_5_beta_2.2,2024-01-05,0,1,4,5,1,1
547,CLUJ_5_beta_2.3,2024-01-05,0,1,4,5,1,1
548,CLUJ_5_beta_2.4,2024-01-05,1,1,4,5,1,1
549,CLUJ_5_beta_3.1,2024-01-05,0,0,4,5,1,1
550,CLUJ_5_beta_3.2,2024-01-05,0,1,4,5,1,1
551,CLUJ_5_beta_3.3,2024-01-05,1,0,4,5,1,1
552,CLUJ_5_beta_3.4,2024-01-05,0,1,4,5,1,1
553,CLUJ_5_beta_4.1,2024-01-05,0,1,4,5,1,1
554,CLUJ_5_beta_4.2,2024-01-05,1,0,4,5,1,1
555,CLUJ_5_beta_4.3,2024-01-05,1,1,4,5,1,1
556,CLUJ_5_beta_4.4,2024-01-05,1,0,4,5,1,1
557,CLUJ_5_beta_5.1,2024-01-05,0,1,4,5,1,1
558,CLUJ_5_beta_5.2,2024-01-05,1,0,4,5,1,1
559,CLUJ_5_beta_5.3,2024-01-05,0,1,4,5,1,1
560,CLUJ_5_beta_5.4,2024-01-05,1,1,4,5,1,1
561,CLUJ_5_beta_6.1,2024-01-05,1,0,4,5,1,1
562,CLUJ_5_beta_6.2,2024-01-05,0,0,4,5,1,1
563,CLUJ_5_beta_6.3,2024-01-05,1,1,4,5,1,1
564,CLUJ_5_beta_6.4,2024-01-05,1,0,4,5,1,1
565,CLUJ_5_beta_7.1,2024-01-05,0,0,4,5,1,1
566,CLUJ_5_beta_7.2,2024-01-05,1,1,4,5,1,1
567,CLUJ_5_beta_7.3,2024-01-05,0,0,4,5,1,1
568,CLUJ_5_beta_7.4,2024-01-05,1,1,4,5,1,1
569,CLUJ_5_beta_8.1,2024-01-05,1,0,4,5,1,1
570,CLUJ_5_beta_8.2,2024-01-05,0,1,4,5,1,1
571,CLUJ_5_beta_8.3,2024-01-05,1,1,4,5,1,1
572,CLUJ_5_beta_8.4,2024-01-05,0,0,4,5,1,1
573,CLUJ_5_beta_9.1,2024-01-05,1,0,4,5,1,1
574,CLUJ_5_beta_9.2,2024-01-05,1,0,4,5,1,1
575,CLUJ_5_beta_9.3,2024-01-05,1,1,4,5,1,1
576,CLUJ_5_beta_9.4,2024-01-05,1,1,4,5,1,1
577,CLUJ_5_beta_10.1,2024-01-05,1,1,4,5,1,1
578,CLUJ_5_beta_10.2,2024-01-05,1,1,4,5,1,1
579,CLUJ_5_beta_10.3,2024-01-05,1,1,4,5,1,1
580,CLUJ_5_beta_10.4,2024-01-05,0,1,4,5,1,1
581,CLUJ_5_beta_11.1,2024-01-05,0,1,4,5,1,1
582,CLUJ_5_beta_11.2,2024-01-05,1,0,4,5,1,1
583,CLUJ_5_beta_11.3,2024-01-05,0,0,4,5,1,1
584,CLUJ_5_beta_11.4,2024-01-05,0,1,4,5,1,1
585,CLUJ_5_beta_12.1,2024-01-05,1,1,4,5,1,1
586,CLUJ_5_beta_12.2,2024-01-05,0,0,4,5,1,1
587,CLUJ_5_beta_12.3,2024-01-05,0,1,4,5,1,1
588,CLUJ_5_beta_12.4,2024-01-05,0,0,4,5,1,1
589,CLUJ_5_beta_13.1,2024-01-05,1,1,4,5,1,1
590,CLUJ_5_beta_13.2,2024-01-05,1,0,4,5,1,1
591,CLUJ_5_beta_13.3,2024-01-05,0,0,4,5,1,1
592,CLUJ_5_beta_13.4,2024-01-05,1,1,4,5,1,1
593,CLUJ_5_beta_14.1,2024-01-05,0,0,4,5,1,1
594,CLUJ_5_beta_14.2,2024-01-05,1,1,4,5,1,1
595,CLUJ_5_beta_14.3,2024-01-05,0,1,4,5,1,1
596,CLUJ_5_beta_14.4,2024-01-05,1,0,4,5,1,1
597,CLUJ_5_beta_15.1,2024-01-05,0,0,4,5,1,1
598,CLUJ_5_beta_15.2,2024-01-05,1,1,4,5,1,1
599,CLUJ_5_beta_15.3,2024-01-05,1,1,4,5,1,1
600,CLUJ_5_beta_15.4,2024-01-05,1,1,4,5,1,1
601,CLUJ_5_beta_16.1,2024-01-05,0,0,4,5,1,1
602,CLUJ_5_beta_16.2,2024-01-05,1,0,4,5,1,1
603,CLUJ_5_beta_16.3,2024-01-05,0,0,4,5,1,1
604,CLUJ_5_beta_16.4,2024-01-05,0,0,4,5,1,1
605,CLUJ_5_beta_17.1,2024-01-05,0,1,4,5,1,1
606,CLUJ_5_beta_17.2,2024-01-05,0,0,4,5,1,1
607,CLUJ_5_beta_17.3,2024-01-05,1,1,4,5,1,1
608,CLUJ_5_beta_17.4,2024-01-05,0,0,4,5,1,1
609,CLUJ_5_beta_18.1,2024-01-05,1,0,4,5,1,1
610,CLUJ_5_beta_18.2,2024-01-05,1,0,4,5,1,1
611,CLUJ_5_beta_18.3,2024-01-05,1,1,4,5,1,1
612,CLUJ_5_beta_18.4,2024-01-05,0,0,4,5,1,1
613,CLUJ_5_beta_18.5,2024-01-05,0,1,4,5,1,1
614,CLUJ_5_beta_19.1,2024-01-05,0,0,4,5,1,1
615,CLUJ_5_beta_19.2,2024-01-05,0,0,4,5,1,1
616,CLUJ_5_beta_19.3,2024-01-05,1,1,4,5,1,1
617,CLUJ_5_beta_19.4,2024-01-05,1,1,4,5,1,1
618,CLUJ_5_beta_19.5,2024-01-05,1,0,4,5,1,1
619,CLUJ_5_beta_19.6,2024-01-05,0,0,4,5,1,1
620,CLUJ_5_beta_20.1,2024-01-05,1,1,4,5,1,1
621,CLUJ_5_beta_20.2,2024-01-05,0,0,4,5,1,1
622,CLUJ_5_beta_20.3,2024-01-05,0,0,4,5,1,1
623,CLUJ_5_beta_20.4,2024-01-05,0,0,4,5,1,1
624,CLUJ_5_beta_21.1,2024-01-05,1,1,4,5,1,1
625,CLUJ_5_beta_21.2,2024-01-05,1,1,4,5,1,1
626,CLUJ_5_beta_21.3,2024-01-05,1,0,4,5,1,1
627,CLUJ_5_beta_21.4,2024-01-05,1,1,4,5,1,1
628,CLUJ_5_beta_22.1,2024-01-05,1,1,4,5,1,1
629,CLUJ_5_beta_22.2,2024-01-05,1,1,4,5,1,1
630,CLUJ_5_beta_22.3,2024-01-05,1,1,4,5,1,1
631,CLUJ_5_beta_22.4,2024-01-05,1,0,4,5,1,1
632,CLUJ_5_beta_23.1,2024-01-05,1,0,4,5,1,1
633,CLUJ_5_beta_23.2,2024-01-05,1,0,4,5,1,1
634,CLUJ_5_beta_23.3,2024-01-05,0,0,4,5,1,1
635,CLUJ_5_beta_23.4,2024-01-05,1,0,4,5,1,1
636,CLUJ_5_beta_24.1,2024-01-05,0,1,4,5,1,1
637,CLUJ_5_beta_24.2,2024-01-05,1,0,4,5,1,1
638,CLUJ_5_beta_24.3,2024-01-05,1,0,4,5,1,1
639,CLUJ_5_beta_24.4,2024-01-05,1,0,4,5,1,1
640,CLUJ_5_beta_25.1,2024-01-05,0,1,4,5,1,1
641,CLUJ_5_beta_25.2,2024-01-05,1,1,4,5,1,1
642,CLUJ_5_beta_25.3,2024-01-05,1,0,4,5,1,1
643,CLUJ_5_beta_25.4,2024-01-05,0,1,4,5,1,1
644,CLUJ_5_beta_26.1,2024-01-05,0,0,4,5,1,1
645,CLUJ_5_beta_26.2,2024-01-05,1,0,4,5,1,1
646,CLUJ_5_beta_26.3,2024-01-05,0,0,4,5,1,1
647,CLUJ_5_beta_26.4,2024-01-05,0,0,4,5,1,1
648,CLUJ_5_beta_27.1,2024-01-05,0,1,4,5,1,1
649,CLUJ_5_beta_27.2,2024-01-05,1,0,4,5,1,1
650,CLUJ_5_beta_27.3,2024-01-05,0,1,4,5,1,1
651,CLUJ_5_beta_27.4,2024-01-05,0,0,4,5,1,1
652,CLUJ_5_beta_28.1,2024-01-05,0,0,4,5,1,1
653,CLUJ_5_beta_28.2,2024-01-05,1,1,4,5,1,1
654,CLUJ_5_beta_28.3,2024-01-05,1,1,4,5,1,1
655,CLUJ_5_beta_28.4,2024-01-05,1,0,4,5,1,1
656,CLUJ_5_beta_29.1,2024-01-05,0,1,4,5,1,1
657,CLUJ_5_beta_29.2,2024-01-05,0,1,4,5,1,1
658,CLUJ_5_beta_29.3,2024-01-05,1,0,4,5,1,1
659,CLUJ_5_beta_29.4,2024-01-05,0,1,4,5,1,1
660,CLUJ_5_beta_30.1,2024-01-05,0,0,4,5,1,1
661,CLUJ_5_beta_30.2,2024-01-05,0,1,4,5,1,1
662,CLUJ_5_beta_30.3,2024-01-05,0,1,4,5,1,1
663,CLUJ_5_beta_30.4,2024-01-05,0,0,4,5,1,1
664,CLUJ_5_beta_31.1,2024-01-05,0,1,4,5,1,1
665,CLUJ_5_beta_31.2,2024-01-05,0,1,4,5,1,1
666,CLUJ_5_beta_31.3,2024-01-05,0,0,4,5,1,1
667,CLUJ_5_beta_31.4,2024-01-05,0,1,4,5,1,1
668,CLUJ_5_beta_32.1,2024-01-05,1,0,4,5,1,1
669,CLUJ_5_beta_32.2,2024-01-05,0,0,4,5,1,1
670,CLUJ_5_beta_32.3,2024-01-05,1,1,4,5,1,1
671,CLUJ_5_beta_32.4,2024-01-05,1,0,4,5,1,1
672,CLUJ_5_beta_33.1,2024-01-05,1,0,4,5,1,1
673,CLUJ_5_beta_33.2,2024-01-05,0,1,4,5,1,1
674,CLUJ_5_beta_33.3,2024-01-05,1,0,4,5,1,1
675,CLUJ_5_beta_33.4,2024-01-05,1,0,4,5,1,1
676,CLUJ_5_beta_1.1,2024-01-08,0,1,0,8,1,2
677,CLUJ_5_beta_1.2,2024-01-08,0,0,0,8,1,2
678,CLUJ_5_beta_1.3,2024-01-08,1,1,0,8,1,2
679,CLUJ_5_beta_1.4,2024-01-08,0,1,0,8,1,2
680,CLUJ_5_beta_2.1,2024-01-08,0,1,0,8,1,2
681,CLUJ_5_beta_2.2,2024-01-08,0,1,0,8,1,2
682,CLUJ_5_beta_2.3,2024-01-08,1,1,0,8,1,2
683,CLUJ_5_beta_2.4,2024-01-08,1,0,0,8,1,2
684,CLUJ_5_beta_3.1,2024-01-08,1,0,0,8,1,2
685,CLUJ_5_beta_3.2,2024-01-08,1,0,0,8,1,2
686,CLUJ_5_beta_3.3,2024-01-08,1,1,0,8,1,2
687,CLUJ_5_beta_3.4,2024-01-08,1,1,0,8,1,2
688,CLUJ_5_beta_4.1,2024-01-08,0,1,0,8,1,2
689,CLUJ_5_beta_4.2,2024-01-08,0,0,0,8,1,2
690,CLUJ_5_beta_4.3,2024-01-08,0,0,0,8,1,2
691,CLUJ_5_beta_4.4,2024-01-08,1,0,0,8,1,2
692,CLUJ_5_beta_5.1,2024-01-08,1,1,0,8,1,2
693,CLUJ_5_beta_5.2,2024-01-08,1,1,0,8,1,2
694,CLUJ_5_beta_5.3,2024-01-08,1,1,0,8,1,2
695,CLUJ_5_beta_5.4,2024-01-08,1,1,0,8,1,2
696,CLUJ_5_beta_6.1,2024-01-08,1,0,0,8,1,2
697,CLUJ_5_beta_6.2,2024-01-08,1,0,0,8,1,2
698,CLUJ_5_beta_6.3,2024-01-08,0,1,0,8,1,2
699,CLUJ_5_beta_6.4,2024-01-08,0,1,0,8,1,2
700,CLUJ_5_beta_7.1,2024-01-08,1,0,0,8,1,2
701,CLUJ_5_beta_7.2,2024-01-08,1,0,0,8,1,2
702,CLUJ_5_beta_7.3,2024-01-08,0,0,0,8,1,2
703,CLUJ_5_beta_7.4,2024-01-08,0,1,0,8,1,2
704,CLUJ_5_beta_8.1,2024-01-08,1,1,0,8,1,2
705,CLUJ_5_beta_8.2,2024-01-08,1,1,0,8,1,2
706,CLUJ_5_beta_8.3,2024-01-08,1,1,0,8,1,2
707,CLUJ_5_beta_8.4,2024-01-08,0,1,0,8,1,2
708,CLUJ_5_beta_9.1,2024-01-08,0,1,0,8,1,2
709,CLUJ_5_beta_9.2,2024-01-08,0,1,0,8,1,2
710,CLUJ_5_beta_9.3,2024-01-08,1,0,0,8,1,2
711,CLUJ_5_beta_9.4,2024-01-08,0,1,0,8,1,2
712,CLUJ_5_beta_10.1,2024-01-08,1,1,0,8,1,2
713,CLUJ_5_beta_10.2,2024-01-08,1,0,0,8,1,2
714,CLUJ_5_beta_10.3,2024-01-08,0,0,0,8,1,2
715,CLUJ_5_beta_10.4,2024-01-08,0,0,0,8,1,2
716,CLUJ_5_beta_11.1,2024-01-08,1,0,0,8,1,2
717,CLUJ_5_beta_11.2,2024-01-08,1,0,0,8,1,2
718,CLUJ_5_beta_11.3,2024-01-08,0,0,0,8,1,2
719,CLUJ_5_beta_11.4,2024-01-08,0,1,0,8,1,2
720,CLUJ_5_beta_12.1,2024-01-08,1,0,0,8,1,2
721,CLUJ_5_beta_12.2,2024-01-08,0,0,0,8,1,2
722,CLUJ_5_beta_12.3,2024-01-08,1,0,0,8,1,2
723,CLUJ_5_beta_12.4,2024-01-08,1,0,0,8,1,2
724,CLUJ_5_beta_13.1,2024-01-08,1,1,0,8,1,2
725,CLUJ_5_beta_13.2,2024-01-08,1,1,0,8,1,2
726,CLUJ_5_beta_13.3,2024-01-08,1,1,0,8,1,2
727,CLUJ_5_beta_13.4,2024-01-08,0,1,0,8,1,2
728,CLUJ_5_beta_14.1,2024-01-08,0,0,0,8,1,2
729,CLUJ_5_beta_14.2,2024-01-08,1,0,0,8,1,2
730,CLUJ_5_beta_14.3,2024-01-08,1,0,0,8,1,2
731,CLUJ_5_beta_14.4,2024-01-08,1,0,0,8,1,2
732,CLUJ_5_beta_15.1,2024-01-08,0,0,0,8,1,2
733,CLUJ_5_beta_15.2,2024-01-08,1,1,0,8,1,2
734,CLUJ_5_beta_15.3,2024-01-08,0,0,0,8,1,2
735,CLUJ_5_beta_15.4,2024-01-08,0,0,0,8,1,2
736,CLUJ_5_beta_16.1,2024-01-08,0,0,0,8,1,2
737,CLUJ_5_beta_16.2,2024-01-08,1,1,0,8,1,2
738,CLUJ_5_beta_16.3,2024-01-08,0,1,0,8,1,2
739,CLUJ_5_beta_16.4,2024-01-08,0,0,0,8,1,2
740,CLUJ_5_beta_17.1,2024-01-08,0,0,0,8,1,2
741,CLUJ_5_beta_17.2,2024-01-08,0,0,0,8,1,2
742,CLUJ_5_beta_17.3,2024-01-08,1,0,0,8,1,2
743,CLUJ_5_beta_17.4,2024-01-08,0,1,0,8,1,2
744,CLUJ_5_beta_18.1,2024-01-08,1,0,0,8,1,2
745,CLUJ_5_beta_18.2,2024-01-08,1,1,0,8,1,2
746,CLUJ_5_beta_18.3,2024-01-08,0,0,0,8,1,2
747,CLUJ_5_beta_18.4,2024-01-08,1,0,0,8,1,2
748,CLUJ_5_beta_18.5,2024-01-08,0,0,0,8,1,2
749,CLUJ_5_beta_19.1,2024-01-08,1,0,0,8,1,2
750,CLUJ_5_beta_19.2,2024-01-08,1,1,0,8,1,2
751,CLUJ_5_beta_19.3,2024-01-08,0,0,0,8,1,2
752,CLUJ_5_beta_19.4,2024-01-08,0,1,0,8,1,2
753,CLUJ_5_beta_19.5,2024-01-08,0,1,0,8,1,2
754,CLUJ_5_beta_19.6,2024-01-08,0,0,0,8,1,2
755,CLUJ_5_beta_20.1,2024-01-08,1,1,0,8,1,2
756,CLUJ_5_beta_20.2,2024-01-08,0,0,0,8,1,2
757,CLUJ_5_beta_20.3,2024-01-08,0,0,0,8,1,2
758,CLUJ_5_beta_20.4,2024-01-08,1,1,0,8,1,2
759,CLUJ_5_beta_21.1,2024-01-08,1,1,0,8,1,2
760,CLUJ_5_beta_21.2,2024-01-08,1,0,0,8,1,2
761,CLUJ_5_beta_21.3,2024-01-08,1,0,0,8,1,2
762,CLUJ_5_beta_21.4,2024-01-08,0,1,0,8,1,2
763,CLUJ_5_beta_22.1,2024-01-08,1,1,0,8,1,2
764,CLUJ_5_beta_22.2,2024-01-08,0,0,0,8,1,2
765,CLUJ_5_beta_22.3,2024-01-08,1,1,0,8,1,2
766,CLUJ_5_beta_22.4,2024-01-08,0,0,0,8,1,2
767,CLUJ_5_beta_23.1,2024-01-08,1,0,0,8,1,2
768,CLUJ_5_beta_23.2,2024-01-08,1,0,0,8,1,2
769,CLUJ_5_beta_23.3,2024-01-08,0,1,0,8,1,2
770,CLUJ_5_beta_23.4,2024-01-08,0,0,0,8,1,2
771,CLUJ_5_beta_24.1,2024-01-08,1,0,0,8,1,2
772,CLUJ_5_beta_24.2,2024-01-08,0,1,0,8,1,2
773,CLUJ_5_beta_24.3,2024-01-08,1,0,0,8,1,2
